org,repository,id,creator,updated_date,html_url,issue_url
mozilla,webmaker-core,158098910,"xmatthewx",2015-11-19T15:55:36Z,https://github.com/mozilla/webmaker-core/issues/827#issuecomment-158098910,https://api.github.com/repos/mozilla/webmaker-core/issues/827
mozilla,webmaker-core,158110142,"ryanw-se",2015-11-19T16:32:37Z,https://github.com/mozilla/webmaker-core/issues/827#issuecomment-158110142,https://api.github.com/repos/mozilla/webmaker-core/issues/827
mozilla,webmaker-core,158104990,"gvn",2015-11-19T16:16:55Z,https://github.com/mozilla/webmaker-core/pull/825#issuecomment-158104990,https://api.github.com/repos/mozilla/webmaker-core/issues/825
mozilla,webmaker-core,160667896,"alanmoo",2015-11-30T15:49:27Z,https://github.com/mozilla/webmaker-core/issues/805#issuecomment-160667896,https://api.github.com/repos/mozilla/webmaker-core/issues/805
mozilla,webmaker-core,160692556,"xmatthewx",2015-11-30T17:10:50Z,https://github.com/mozilla/webmaker-core/issues/805#issuecomment-160692556,https://api.github.com/repos/mozilla/webmaker-core/issues/805
mozilla,webmaker-core,161057469,"xmatthewx",2015-12-01T18:37:42Z,https://github.com/mozilla/webmaker-core/issues/805#issuecomment-161057469,https://api.github.com/repos/mozilla/webmaker-core/issues/805
mozilla,webmaker-core,161057935,"gvn",2015-12-01T18:39:41Z,https://github.com/mozilla/webmaker-core/issues/805#issuecomment-161057935,https://api.github.com/repos/mozilla/webmaker-core/issues/805
mozilla,webmaker-core,161059003,"xmatthewx",2015-12-01T18:44:12Z,https://github.com/mozilla/webmaker-core/issues/805#issuecomment-161059003,https://api.github.com/repos/mozilla/webmaker-core/issues/805
mozilla,webmaker-core,157410150,"vazquez",2015-11-17T15:49:14Z,https://github.com/mozilla/webmaker-core/issues/795#issuecomment-157410150,https://api.github.com/repos/mozilla/webmaker-core/issues/795
mozilla,webmaker-core,161801786,"xmatthewx",2015-12-03T22:14:53Z,https://github.com/mozilla/webmaker-core/issues/795#issuecomment-161801786,https://api.github.com/repos/mozilla/webmaker-core/issues/795
mozilla,webmaker-core,161802041,"gvn",2015-12-03T22:15:58Z,https://github.com/mozilla/webmaker-core/issues/795#issuecomment-161802041,https://api.github.com/repos/mozilla/webmaker-core/issues/795
mozilla,webmaker-core,161802260,"alanmoo",2015-12-03T22:16:57Z,https://github.com/mozilla/webmaker-core/issues/795#issuecomment-161802260,https://api.github.com/repos/mozilla/webmaker-core/issues/795
mozilla,webmaker-core,157086434,"gvn",2015-11-16T16:21:46Z,https://github.com/mozilla/webmaker-core/issues/794#issuecomment-157086434,https://api.github.com/repos/mozilla/webmaker-core/issues/794
